order_id,order_date,product,category,region,city,customer_segment,unit_price,quantity,sales,profit
ORD100181,2024-02-26,FitnessBand,Wearables,West,Mumbai,Consumer,22477.25,1,22477.25,7094.87
ORD100182,2023-11-27,AlphaPhone 11,Phones,East,Patna,Corporate,37610.23,1,37610.23,12032.92
ORD100183,2024-01-23,HomeSpeaker,Audio,North,Chandigarh,Small Business,7543.07,1,7543.07,2753.52
ORD100184,2023-01-24,4KTV,TVs,East,Patna,Corporate,37323.74,1,37323.74,14533.26
ORD100185,2024-08-18,BetaPad Pro,Tablets,Central,Nagpur,Home Office,40651.23,1,40651.23,11163.09
ORD100186,2023-10-29,SmartWatch S,Wearables,South,Hyderabad,Corporate,10302.06,1,10302.06,3379.66
ORD100187,2024-12-11,4KTV,TVs,South,Chennai,Home Office,40976.31,1,40976.31,18208.74
ORD100188,2024-02-22,GammaBook,Laptops,East,Kolkata,Small Business,70217.65,1,70217.65,25411.96
ORD100189,2023-10-01,FitnessBand,Wearables,South,Mysuru,Home Office,17666.7,1,17666.7,4747.61
ORD100190,2024-11-08,BetaPad Pro,Tablets,East,Bhubaneswar,Corporate,40652.66,1,40652.66,8877.77
ORD100191,2023-02-13,GammaBook,Laptops,East,Bhubaneswar,Consumer,65053.15,1,65053.15,25357.09
ORD100192,2024-01-08,SmartWatch S,Wearables,East,Patna,Corporate,8211.3,1,8211.3,1383.28
ORD100193,2023-06-13,CameraPro,Cameras,East,Patna,Small Business,56539.28,2,113078.56,24489.22
ORD100194,2023-03-22,CameraPro,Cameras,Central,Bhopal,Home Office,96169.95,1,96169.95,29101.81
ORD100195,2023-09-14,CameraPro,Cameras,West,Mumbai,Corporate,36387.48,1,36387.48,16091.66
ORD100196,2024-07-23,GammaBook,Laptops,East,Kolkata,Corporate,63692.06,1,63692.06,26314.68
ORD100197,2024-04-24,GammaBook,Laptops,South,Chennai,Corporate,73477.94,1,73477.94,13598.12
ORD100198,2024-03-14,AlphaPhone 11,Phones,East,Kolkata,Consumer,33292.19,1,33292.19,11995.0
ORD100199,2023-11-21,CameraPro,Cameras,South,Chennai,Consumer,51855.82,1,51855.82,18529.85
ORD100200,2024-08-04,BetaPad Pro,Tablets,South,Chennai,Consumer,18346.34,3,55039.02,20785.52
ORD100201,2023-09-22,AlphaPhone 11,Phones,East,Kolkata,Home Office,56216.46,1,56216.46,16006.26
ORD100202,2023-02-01,AlphaPhone X,Phones,Central,Bhopal,Small Business,41290.4,1,41290.4,8102.23
ORD100203,2023-08-17,BetaPad Pro,Tablets,West,Goa,Small Business,19881.48,1,19881.48,5893.85
ORD100204,2023-06-22,AlphaPhone X,Phones,North,Jaipur,Small Business,33267.45,1,33267.45,12277.74
ORD100205,2024-11-06,FitnessBand,Wearables,South,Bengaluru,Small Business,9450.61,3,28351.83,12200.69
ORD100206,2023-02-17,HomeSpeaker,Audio,East,Bhubaneswar,Small Business,7472.53,1,7472.53,1887.01
ORD100207,2023-12-29,SmartWatch S,Wearables,South,Hyderabad,Corporate,29747.84,1,29747.84,13076.71
ORD100208,2024-09-07,CameraPro,Cameras,Central,Indore,Small Business,34705.84,1,34705.84,5453.07
ORD100209,2023-03-23,FitnessBand,Wearables,West,Pune,Home Office,18751.6,1,18751.6,3430.9
ORD100210,2024-09-02,BetaPad Pro,Tablets,Central,Bhopal,Consumer,28830.95,1,28830.95,7692.62
ORD100211,2024-07-11,AlphaPhone X,Phones,Central,Indore,Small Business,52391.71,1,52391.71,10753.6
ORD100212,2024-09-15,SmartWatch S,Wearables,North,Jaipur,Consumer,20245.67,1,20245.67,4448.57
ORD100213,2024-09-15,4KTV,TVs,Central,Nagpur,Consumer,19613.61,1,19613.61,5511.82
ORD100214,2024-01-26,FitnessBand,Wearables,North,Jaipur,Consumer,6292.81,1,6292.81,1420.27
ORD100215,2023-02-21,SmartWatch S,Wearables,North,Delhi,Home Office,7665.74,1,7665.74,2423.35
ORD100216,2023-11-09,FitnessBand,Wearables,North,Chandigarh,Consumer,17369.85,1,17369.85,6600.01
ORD100217,2023-11-12,GammaBook,Laptops,North,Delhi,Consumer,62848.18,1,62848.18,19234.32
ORD100218,2023-02-23,BetaPad Pro,Tablets,West,Goa,Home Office,49752.3,1,49752.3,14231.08
ORD100219,2024-11-04,4KTV,TVs,North,Delhi,Small Business,40936.45,1,40936.45,10053.19
ORD100220,2023-08-15,BetaPad Pro,Tablets,South,Mysuru,Home Office,14373.61,1,14373.61,3476.28
ORD100221,2024-09-18,SmartWatch S,Wearables,North,Chandigarh,Home Office,6855.55,1,6855.55,1838.66
ORD100222,2024-03-15,CameraPro,Cameras,West,Pune,Corporate,58253.04,1,58253.04,9350.19
ORD100223,2024-01-22,HomeSpeaker,Audio,North,Jaipur,Home Office,3472.94,1,3472.94,679.64
ORD100224,2024-07-23,AlphaPhone X,Phones,Central,Bhopal,Corporate,30573.65,2,61147.3,25220.54
ORD100225,2024-08-13,CameraPro,Cameras,South,Mysuru,Consumer,45795.32,1,45795.32,7317.77
ORD100226,2024-12-14,4KTV,TVs,West,Mumbai,Home Office,26239.76,1,26239.76,7935.13
ORD100227,2023-01-29,SmartWatch S,Wearables,South,Chennai,Small Business,15359.16,1,15359.16,4852.56
ORD100228,2024-12-24,HomeSpeaker,Audio,Central,Indore,Corporate,16428.72,2,32857.44,9106.46
ORD100229,2024-03-22,BetaPad Pro,Tablets,West,Mumbai,Home Office,6816.38,1,6816.38,1781.49
ORD100230,2023-05-20,AlphaPhone X,Phones,South,Hyderabad,Consumer,19710.69,1,19710.69,4273.45
ORD100231,2023-11-14,SmartWatch S,Wearables,North,Jaipur,Small Business,11463.66,1,11463.66,3631.83
ORD100232,2024-07-27,CameraPro,Cameras,West,Goa,Consumer,53830.62,1,53830.62,10015.08
ORD100233,2023-07-31,4KTV,TVs,South,Chennai,Corporate,55256.16,1,55256.16,22793.41
ORD100234,2024-03-13,SmartWatch S,Wearables,South,Mysuru,Corporate,3080.23,1,3080.23,779.19
ORD100235,2024-09-20,BetaPad Pro,Tablets,West,Mumbai,Home Office,21977.68,2,43955.36,14879.41
ORD100236,2024-10-21,CameraPro,Cameras,Central,Indore,Corporate,45683.11,1,45683.11,7008.93
ORD100237,2024-05-03,DroneX,Drones,West,Goa,Home Office,54128.04,1,54128.04,22063.3
ORD100238,2023-04-05,HomeSpeaker,Audio,West,Pune,Small Business,15758.75,1,15758.75,3430.4
ORD100239,2024-06-28,SmartWatch S,Wearables,East,Kolkata,Home Office,426.97,1,426.97,174.25
ORD100240,2023-06-10,AlphaPhone 11,Phones,East,Bhubaneswar,Small Business,54685.86,1,54685.86,24507.56
ORD100241,2023-09-04,GammaBook,Laptops,South,Chennai,Consumer,56530.49,1,56530.49,15141.84
ORD100242,2024-09-09,GammaBook,Laptops,Central,Bhopal,Consumer,53870.32,1,53870.32,20495.73
ORD100243,2024-11-08,AlphaPhone 11,Phones,East,Kolkata,Corporate,59492.0,1,59492.0,11741.54
ORD100244,2023-06-14,GammaBook,Laptops,Central,Nagpur,Home Office,64118.28,1,64118.28,15461.98
ORD100245,2023-09-21,SmartWatch S,Wearables,Central,Nagpur,Corporate,24392.26,2,48784.52,9666.14
ORD100246,2023-05-26,AlphaPhone 11,Phones,Central,Nagpur,Corporate,10955.82,1,10955.82,3964.25
ORD100247,2023-09-11,4KTV,TVs,East,Kolkata,Home Office,39914.31,1,39914.31,13403.51
ORD100248,2024-02-04,FitnessBand,Wearables,East,Kolkata,Small Business,8439.94,1,8439.94,1965.6
ORD100249,2023-02-28,AlphaPhone 11,Phones,East,Kolkata,Corporate,78314.61,1,78314.61,16694.12
ORD100250,2024-09-24,AlphaPhone X,Phones,North,Jaipur,Home Office,20132.5,1,20132.5,6022.8
ORD100251,2024-09-05,HomeSpeaker,Audio,South,Mysuru,Home Office,19772.17,1,19772.17,3625.41
ORD100252,2024-08-02,CameraPro,Cameras,South,Mysuru,Corporate,36499.87,1,36499.87,6994.05
ORD100253,2023-11-29,FitnessBand,Wearables,West,Pune,Corporate,2615.39,1,2615.39,431.49
